pubchem_cid,gene_id,label
5288599,7275,1
123982,110599583,1
4764,54600,1
20353,1606,1
657038,142,1
5288390,4124,1
6029,11157,1
444294,162514,1
176167,5295,1
10062737,351,1
6852165,5294,1
6323481,55627,1
6852167,5287,1
3652,27346,1
5702546,7442,1
60947,3690,1
5355,11238,1
5287448,3162,1
6433164,79661,1
449167,279,1
51051629,4803,1
445456,5916,1
146089,8824,1
1032,10243,1
5311498,25974,1
3779,50833,1
57394021,9572,1
10311306,6869,1
5405,1128,1
49846579,598,1
86472,266629,1
5289284,58,1
9931954,142,1
49843517,4352,1
5314,1128,1
10150441,231,1
11224409,6238,1
9831415,8694,1
60648,6529,1
9963148,340273,1
2202,3849,1
5280953,1195,1
681,1621,1
444732,2152,1
11433918,3676,1
221493,1346,1
1051,5834,1
65098,5009,1
33113,2584,1
135412779,4953,1
284,98,1
10288191,3569,1
11987556,890,1
11518241,5916,1
446512,5515,1
5681,7134,1
4413,716,1
199,2902,1
586,1152,1
443408,4985,1
445715,51056,1
24892842,1128,1
50294,10800,1
169535,4891,1
46937105,8722,1
24812720,3290,1
60815,4985,1
5353760,6257,1
6433164,55869,1
448171,3932,1
9926791,3932,1
6102763,5164,1
1613,57016,1
6439522,3593,1
1051,339896,1
71481097,7514,1
5288373,1509,1
5289296,8566,1
6031,26229,1
10062713,1508,1
11493841,5594,1
6433164,2395,1
46937118,5650,1
16129582,5602,1
448042,6093,1
2726,5005,1
24759,55576,1
2537,7442,1
6420149,189,1
6420129,5409,1
5288504,6352,1
4810,11188,1
54695768,5292,1
54732242,4985,1
5459373,5292,1
76957626,64127,1
1051,211,1
24995524,6790,1
71511839,846,1
71371,7068,1
3698,5141,1
11493598,5595,1
3758,5151,1
6918710,890,1
9931954,8658,1
130804,7384,1
237,5334,1
135409347,122622,1
247,635,1
1051,2571,1
127024065,2495,1
5288320,7498,1
444795,1592,1
3034010,2194,1
129073603,4916,1
73386890,5602,1
3117,84171,1
11556711,5698,1
25210476,231,1
46937142,122553,1
3342298,4313,1
5388936,6167,1
160024,57016,1
10458325,11035,1
5284604,4985,1
6057,7054,1
3720,338442,1
9549259,2159,1
10341154,51701,1
44093,4313,1
23700,2135,1
44462760,1445,1
11625818,5295,1
135398675,7053,1
16231,40,1
3779,353164,1
46936835,2247,1
1698,210,1
199,9311,1
16040261,2159,1
4858,10039,1
2244,5597,1
10026,4881,1
447227,60490,1
3152,7130,1
445643,2475,1
4211,2230,1
643684,1268,1
92282619,587,1
705712,4321,1
6439522,3576,1
3117,4017,1
151174,1909,1
3503,4170,1
656932,1215,1
70691388,799,1
16058630,231,1
168871,155,1
57394021,9975,1
5326883,2155,1
219020,151,1
3689,3760,1
6057,6898,1
107758,27071,1
11719003,5595,1
1005,2027,1
3779,155,1
17753867,1357,1
5403,155,1
3292432,140465,1
4167,1128,1
447277,5876,1
16122567,1215,1
447865,10376,1
129236,1455,1
5281078,3615,1
135409642,185,1
40428878,1977,1
3652,59272,1
3038,761,1
3292432,4625,1
24779676,1457,1
5330812,1198,1
1504,2158,1
61996,4985,1
6433164,7018,1
622262,5294,1
2993,331,1
135398687,5092,1
11749858,10013,1
49867154,4193,1
4826,10060,1
25011728,2050,1
17754068,116,1
448940,4321,1
16132296,4158,1
450268,8942,1
5282381,5731,1
6918289,2475,1
17756743,10188,1
3744,30814,1
28864,151,1
448580,6010,1
446761,2821,1
5281071,6284,1
82313,2629,1
42642648,7525,1
14925,50,1
135398517,142,1
7558,134864,1
1130,27010,1
4938,5141,1
160913,2618,1
2165,1565,1
11625818,5289,1
135522417,142,1
3715,93100,1
16222096,5605,1
9543420,4313,1
137528262,3818,1
10130120,10524,1
50192,1134,1
148124,4133,1
3034010,221955,1
6726,6783,1
439655,55662,1
2519,5138,1
135403816,3251,1
10198228,54878,1
59227,151,1
4058,1128,1
78320408,2145,1
135410875,2618,1
5419,151,1
446220,6324,1
5287668,1118,1
5280493,4363,1
221493,1351,1
14357,3039,1
23653508,1360,1
9862248,7068,1
2161,5144,1
16139605,9340,1
43157,7498,1
6419766,57118,1
7020128,8565,1
2244,595,1
2519,5151,1
1715,308,1
11668,5473,1
2249,4057,1
444718,6132,1
8515,9479,1
221493,1350,1
5289373,3501,1
2724385,477,1
121750,7298,1
5289108,210,1
456468,6927,1
24798742,207,1
9942725,9900,1
51683,4124,1
1051,2805,1
5318517,3553,1
5288598,2901,1
10214,6783,1
67361,5019,1
9578005,496,1
6323481,9791,1
446195,1491,1
14180,683,1
3547,29941,1
24871491,5594,1
5205,151,1
3032732,6256,1
3038522,4914,1
11319053,797,1
11979316,554,1
447329,3558,1
5962,6541,1
18068,2683,1
6279,1645,1
4917,151,1
5287855,5294,1
47936,2778,1
1051,8942,1
5361,6261,1
1051,875,1
7339,54963,1
135398510,8780,1
5486971,781,1
3715,5732,1
25195347,573,1
17754007,4124,1
92153,3033,1
4495,4057,1
31304,2742,1
1986,11238,1
9930049,3741,1
14982,3290,1
444853,498,1
16259,5645,1
2244,5595,1
5245,11119,1
5280953,9149,1
101524,7155,1
657201,1128,1
16132265,4158,1
15942655,2155,1
400769,4780,1
135398510,8737,1
24812758,6523,1
2519,136,1
44462760,369,1
10198228,29952,1
46937170,7155,1
3689,3762,1
667490,3251,1
35370,7015,1
31401,1646,1
444795,29991,1
14607364,4124,1
6102820,2203,1
11646,4151,1
5288113,2516,1
286,875,1
3699,837,1
4369424,58478,1
439302,5021,1
5353761,2166,1
14982,4023,1
448062,2159,1
5090,2006,1
11753673,1128,1
176167,5580,1
44462760,91754,1
25074887,3973,1
3117,217,1
135398510,57172,1
33113,1457,1
15295578,1559,1
447962,890,1
1051,189,1
447956,890,1
3108,5136,1
13791,10499,1
444732,10013,1
10944029,1118,1
446220,6330,1
444732,9734,1
16231,26,1
135565596,2475,1
101033550,2495,1
10109823,5292,1
6992140,7097,1
6102821,2203,1
1549008,6713,1
5331010,890,1
4946,155,1
3715,11251,1
10341154,5602,1
1051,8879,1
46937106,4321,1
3476,8644,1
9865808,5970,1
49855250,10013,1
25011730,2050,1
448668,7454,1
3035442,155,1
5288266,53831,1
1051,2806,1
4369502,8566,1
4122,27306,1
3182,5143,1
5288989,5226,1
5497171,839,1
50922675,11035,1
135678094,6821,1
253602,140801,1
9898279,28234,1
4026,54498,1
2987927,3832,1
55245,354,1
456468,5053,1
150311,29881,1
49867502,5306,1
17473,2582,1
3033,7276,1
5280934,9415,1
5192,3039,1
448209,55907,1
5284596,1385,1
1390,4151,1
5894,1457,1
36462,7155,1
5733,11251,1
145742,10105,1
28620,476,1
60164,2805,1
3779,259293,1
3779,259287,1
71158,2915,1
3011155,5631,1
2726,1128,1
5496653,3500,1
5287846,26330,1
221493,9971,1
135398640,3615,1
11319053,796,1
446049,1357,1
73330464,57053,1
5281071,6283,1
12560,2862,1
6031,9934,1
3532,6538,1
4887,4790,1
449120,5478,1
896,4544,1
51351657,1559,1
46936809,3074,1
4170,11238,1
60795,11255,1
9817550,2034,1
10607,2516,1
448024,5771,1
46937142,51399,1
104625,632,1
40539,2915,1
448991,4914,1
24771867,80724,1
2368,151,1
60164,5914,1
221493,2104,1
11634458,2159,1
46936905,58190,1
176077,6476,1
135412779,883,1
3002977,1234,1
5288605,1806,1
441278,10280,1
10413,9568,1
31401,9971,1
5361,2492,1
5288075,58488,1
8969,3766,1
17753820,5527,1
5870,3292,1
145742,8974,1
11224409,51388,1
31101,151,1
1054,8566,1
53465279,55867,1
667467,1128,1
16133802,4158,1
2145,1583,1
6172,1128,1
3671,5141,1
6536825,476,1
446054,1357,1
76008,4151,1
3033825,7134,1
10198228,2191,1
2244,1645,1
24752832,2159,1
11952989,6446,1
20353,8527,1
5029,495,1
3463,10599,1
92153,35,1
3767,1544,1
9601217,890,1
9887712,6523,1
1051,883,1
45588096,2740,1
71731823,4914,1
145742,6534,1
24801862,5602,1
3608,2898,1
5287841,978,1
11569967,6790,1
5280363,11251,1
11500273,3162,1
3025803,5141,1
445713,5875,1
8969,3764,1
5584,151,1
6031,360203,1
135398510,6733,1
129073603,3717,1
4829,8647,1
938,8843,1
60795,3361,1
6106,586,1
135565050,3674,1
657309,1128,1
53359,10327,1
60919,186,1
10299876,7068,1
191445,2821,1
17753820,5518,1
6433076,6546,1
10280735,2159,1
763,2593,1
586,1158,1
27661,2977,1
445015,2342,1
160556,10157,1
444885,6403,1
221493,2172,1
9853053,4547,1
135398510,2263,1
10062714,1508,1
5487805,2690,1
16750106,5602,1
6306,3376,1
46936809,10242,1
47936,59350,1
5472495,5143,1
3354,5141,1
5280805,8644,1
9895194,5329,1
17753777,3162,1
23586154,4301,1
119607,11238,1
4116,27032,1
3152,3553,1
101033550,5423,1
176077,2717,1
8969,151,1
445639,5375,1
444036,5321,1
25151504,64816,1
636398,3291,1
460,213,1
439356,7453,1
135564996,56413,1
5284632,1128,1
5284549,766,1
961704,9397,1
11707110,5605,1
3354,27115,1
5289288,58,1
2249,30814,1
6436223,523,1
3345,4985,1
5361092,4985,1
23690449,249,1
135398654,5053,1
9841834,476,1
5035,5272,1
5326976,1457,1
11809364,23173,1
156419,846,1
11742,2104,1
448503,5646,1
155926072,58,1
148189,8880,1
4174,1585,1
6133,5031,1
2351,5153,1
4746,1376,1
219100,10495,1
14123494,7125,1
4357,2053,1
5287736,5583,1
441923,28234,1
55283,1595,1
154417,1128,1
11404337,597,1
8378,7442,1
5289336,5646,1
107758,207,1
21081761,11035,1
21307,6389,1
439302,553,1
5413,3736,1
9799888,1592,1
11626560,5747,1
444795,6096,1
11840981,5693,1
5494386,1508,1
10257882,1909,1
39912,3579,1
3397,196,1
24875320,2048,1
176167,6790,1
16158472,6344,1
447865,7846,1
444389,2247,1
2449,6915,1
188350,4507,1
3955,801,1
6918670,5580,1
66000,3690,1
447573,7531,1
6446,3291,1
33113,58,1
5329103,9833,1
50294,57105,1
1836,4313,1
7027,3938,1
643684,7442,1
447865,51807,1
2784,1128,1
1986,766,1
135449326,5594,1
4641,93100,1
3108,5144,1
444761,5207,1
97297,5595,1
65249,2162,1
24529,4151,1
5205,9177,1
135410875,6573,1
169682,766,1
3564,3176,1
135419182,1977,1
127024065,79661,1
444795,5300,1
3038522,2261,1
135398510,11184,1
253602,51121,1
4919,1128,1
5414,1208,1
3707,1020,1
10275777,2159,1
1103,11238,1
10976469,6010,1
3117,2203,1
51051629,3562,1
6675,2172,1
439655,528,1
5564,873,1
445713,2342,1
2202,23408,1
6436223,537,1
3779,259290,1
11960529,10038,1
1282,2155,1
72281,6646,1
337359,231,1
5289084,2653,1
72081,554,1
903,6697,1
46936885,5786,1
5287620,190,1
5282054,2194,1
448949,6790,1
54477,10280,1
25190761,890,1
10172943,207,1
5287408,1508,1
449362,9397,1
637568,5970,1
5282428,5739,1
121494085,2243,1
447478,2159,1
25166913,6608,1
16757525,904,1
3715,145482,1
82146,10062,1
896,811,1
25267009,978,1
9548602,1160,1
33113,5292,1
700,306,1
1051,56267,1
448949,1020,1
4858,142,1
51634,57704,1
446399,2159,1
221493,1345,1
16132416,4881,1
2351,93589,1
444795,8854,1
445461,1892,1
46937051,7374,1
1986,377677,1
4178,196,1
444885,563,1
16122585,3501,1
56843331,2740,1
6030,2683,1
3651,155,1
443363,4985,1
3038522,11183,1
5227,3176,1
5601,6389,1
10224714,890,1
110635,5149,1
9926791,27330,1
24889392,780,1
135398599,5428,1
1005,5184,1
176407,136,1
151170,5144,1
135398510,8396,1
5462328,4985,1
656989,3558,1
4887,4583,1
24768537,1357,1
2161,3562,1
447027,6390,1
5742673,9376,1
5819,7068,1
449169,3683,1
5749,1128,1
448991,5594,1
5288250,3558,1
445420,2934,1
5280934,60481,1
46937142,79090,1
10308106,246,1
24905152,2475,1
9817381,4124,1
121494085,2247,1
25203955,4293,1
3779,156,1
5593,1128,1
5288499,6352,1
16043304,207,1
4037,3785,1
5287792,79784,1
24466,3176,1
6005,4193,1
586,6535,1
9880,354,1
121494085,2244,1
44129612,10097,1
4121,6559,1
9821217,1565,1
71070,1158,1
5330812,1195,1
4369343,331,1
4870,6559,1
6306,55699,1
1051,587,1
6140,10056,1
1051,57026,1
11840981,5687,1
3016416,1537,1
2777993,3627,1
2088,5791,1
46937064,28,1
16741245,5163,1
5352062,10014,1
13109,6715,1
11520894,2475,1
24139,51172,1
135449517,6697,1
222528,151306,1
5991,6817,1
25243828,2166,1
5281771,2693,1
156391,8644,1
25945,210,1
15991574,10747,1
5287673,1118,1
92745,6718,1
2583,155,1
1174,1806,1
23652731,7357,1
135398510,440275,1
66558664,2146,1
3011155,5422,1
17754162,5645,1
5282415,5737,1
54929,7378,1
449146,3934,1
444139,279,1
5327109,208,1
5314,1134,1
896,801,1
8617,567,1
2265,5879,1
216466,136,1
69507,5207,1
644213,10499,1
5487313,4312,1
16043304,5595,1
444797,59342,1
5280878,56413,1
5282181,6256,1
1548887,11251,1
4622,10383,1
564,4018,1
165390,27034,1
5494425,3716,1
9547909,2342,1
10458325,11183,1
447912,6097,1
2202,3859,1
155448,5406,1
10052040,1268,1
29435,4015,1
159324,2342,1
5479530,6564,1
5958,2821,1
47936,114,1
445575,5916,1
68841,4087,1
8555,2159,1
135438608,728635,1
311,353,1
24417,1509,1
11544170,10645,1
9887304,5916,1
5280335,51228,1
656969,5144,1
10257882,185,1
1110,56670,1
4030,7846,1
441207,476,1
9913,6122,1
5280360,5733,1
5311498,4552,1
5280492,1241,1
6307,6559,1
3883,162466,1
44129612,10093,1
3016416,10975,1
133017,5724,1
6852168,2159,1
119607,761,1
9547959,5771,1
5289501,5914,1
127024065,5423,1
3341,151,1
119570,151,1
222757,2104,1
444718,6143,1
6918537,91039,1
3038506,554,1
447199,4507,1
154572876,354,1
26248,1544,1
8408,2246,1
4413,715,1
9852519,4352,1
421,1737,1
447742,2806,1
9600421,3938,1
27400,151,1
44129620,4048,1
446947,22934,1
3767,1558,1
33113,11004,1
447277,5875,1
656652,5141,1
44,10873,1
636403,3290,1
256737,57727,1
15950376,351,1
24014,1476,1
10909430,2,1
17754166,10863,1
3343,155,1
60663,1565,1
9826528,5605,1
4887,3567,1
2083,155,1
3105,155,1
517044,476,1
444718,6135,1
243,6564,1
10343728,2159,1
135398744,5136,1
9875516,5030,1
6307,6558,1
22024915,833,1
4592,1020,1
12229396,1584,1
7405,3060,1
46937100,51765,1
61635,526,1
449123,1118,1
14899645,7068,1
16058629,231,1
50922675,5601,1
657096,873,1
71731823,238,1
3610,7052,1
446220,1128,1
5707,151,1
4680,5140,1
6433095,1909,1
123648,3593,1
2244,5565,1
33255,5444,1
3220,196,1
9926791,85443,1
397614,11331,1
6306,586,1
135403828,6470,1
444795,6097,1
4369394,279,1
2783,155,1
3108,1827,1
21109,30,1
76966897,6751,1
101033550,7018,1
6914612,4124,1
3156,3777,1
444182,308,1
156126,259307,1
529,2026,1
101989,9970,1
11626560,3717,1
4474,1128,1
15942677,3290,1
47936,107,1
445555,2203,1
2794,3738,1
8629,9934,1
9926791,81788,1
11626560,3716,1
148177,5594,1
24770445,2203,1
9811837,2203,1
5904,9376,1
25210,7915,1
10127622,10592,1
5280953,11188,1
447569,4143,1
4858,80351,1
6137,23743,1
4858,8658,1
11655511,3832,1
135484651,10841,1
9871074,3553,1
1051,23464,1
16043304,208,1
11840981,5691,1
5962,3735,1
2763754,890,1
9895194,2159,1
1045,4953,1
447649,890,1
444766,5771,1
9913,4191,1
135566336,3290,1
3885,51567,1
444552,308,1
5282379,5915,1
23700,28,1
5681,7137,1
1051,11212,1
3779,54429,1
6623,2104,1
4488,1187,1
6140,23428,1
3519,11188,1
2605,56603,1
5342,116085,1
225936,7322,1
447336,55,1
16842,4905,1
3117,10919,1
10297982,3569,1
135398744,5149,1
10341154,238,1
49831257,2324,1
1051,64902,1
128419,8411,1
8223,151,1
9804938,2693,1
8223,3361,1
11640390,9429,1
5311027,5733,1
41774,277,1
1400,7525,1
18068,2582,1
216454,2342,1
199,11188,1
33113,2937,1
11332763,1548,1
3010818,10599,1
135415790,1977,1
444746,5836,1
135461003,3251,1
478379,4313,1
9934347,5747,1
25011732,7068,1
3779,259286,1
41781,6558,1
3973,5294,1
6445540,10383,1
5289474,509,1
43157,1806,1
5329098,2324,1
24759,960,1
5740,2203,1
26248,1559,1
4592,5594,1
440114,3500,1
446201,3292,1
127024065,3039,1
446967,3500,1
3108,5151,1
129869,3569,1
3883,495,1
448043,10733,1
11302,6718,1
119138,3956,1
10458325,1950,1
33741,1128,1
17397714,55107,1
657098,2885,1
70691388,10268,1
2882,6286,1
446355,2911,1
135413538,6869,1
44462760,673,1
9543420,4312,1
8969,3772,1
3295,377677,1
44112,155,1
938,23475,1
5282379,5914,1
9917021,6869,1
6262,384,1
6914273,6263,1
9852519,9429,1
192706,351,1
155448,6010,1
9929643,6885,1
6852167,5289,1
11640390,203054,1
3476,10060,1
5288033,4519,1
86705695,2264,1
774282,10863,1
2351,10368,1
9999276,5141,1
5311128,3973,1
3950,81551,1
2541,185,1
87517,226,1
447872,5602,1
448065,2159,1
60795,4985,1
5342,1244,1
93176,308,1
9571004,3753,1
243,1610,1
6852206,9479,1
5280363,5733,1
2343,766,1
5289437,23530,1
448875,34,1
10288191,3553,1
60795,3005,1
135398510,85366,1
5479530,55867,1
145729,1854,1
69507,2203,1
5287869,1512,1
222757,4508,1
3715,3576,1
4369594,325,1
4211,1584,1
148124,4134,1
2719,10280,1
135513268,3290,1
72287,1128,1
444440,279,1
1051,51540,1
145742,11254,1
5280363,5737,1
44462760,23683,1
8507,213,1
2368,155,1
165339,718,1
5352062,8841,1
6323491,1737,1
708857,1128,1
5356,11238,1
5795340,1457,1
4201,10060,1
47576,1595,1
233240,1509,1
135398738,5226,1
222757,10499,1
3955,5443,1
9818306,10499,1
155448,3760,1
164739,151,1
2244,4609,1
5281701,5292,1
5281078,5805,1
10957430,23173,1
11518241,5914,1
44814423,6523,1
49855250,83933,1
253602,6122,1
67425,1134,1
1701,526,1
15993,5423,1
188803,2346,1
2717,706,1
23640750,30814,1
9963148,4363,1
227,259307,1
5288850,840,1
5289162,10499,1
4037,8644,1
1051,3067,1
3779,5295,1
493570,55312,1
26987,1128,1
667490,3615,1
4413,3383,1
3572,5538,1
3337,10280,1
3016416,7388,1
3779,259295,1
6215,302,1
22419,3458,1
109374151,2495,1
24963047,3717,1
15602701,6790,1
447877,3295,1
16186351,2352,1
456468,5741,1
53359,231,1
24889392,4921,1
2537,162514,1
58557659,3717,1
60823,10599,1
9939609,5321,1
135403661,2155,1
445576,5915,1
5724,231,1
446220,10280,1
5997,9970,1
3085218,151,1
15391,5645,1
216235,1909,1
447701,5066,1
49855250,9734,1
5280723,5731,1
16681432,554,1
1779,2902,1
51634,2548,1
5360373,3980,1
11481186,3965,1
60838,116447,1
9403,8678,1
26248,64816,1
446978,2159,1
39912,7056,1
20353,139189,1
33113,6300,1
5479530,9376,1
5717,57105,1
101033550,3039,1
16682987,7417,1
2519,5152,1
8629,2582,1
3182,5144,1
135406506,4907,1
444718,9349,1
656957,11253,1
95883,2898,1
54676537,79001,1
2265,3615,1
6253,5426,1
9887712,6527,1
60795,1128,1
9934347,5602,1
97536,2948,1
3229,6895,1
44591583,5143,1
16666708,5605,1
5356,766,1
4495,30814,1
1055,4953,1
33113,2048,1
11955614,5140,1
104406,5478,1
657095,873,1
983,10914,1
5566,50632,1
6031,28,1
61635,3553,1
2783,4803,1
447049,23408,1
23647361,1508,1
2536,164656,1
3955,4985,1
445936,325,1
445580,6720,1
9852519,9376,1
18068,28,1
449035,7498,1
130611,4124,1
135398510,340156,1
2082,10383,1
6857711,823,1
76957626,7099,1
15547703,9520,1
1473242,5594,1
2797541,231,1
656966,5144,1
3973,5296,1
4940,1128,1
135403661,2159,1
135398745,155,1
5361918,4985,1
6918537,54878,1
445920,10499,1
444294,79054,1
4488,54600,1
40589,1128,1
446286,7134,1
90334,4048,1
3779,50840,1
936,142,1
5199,360,1
5742673,213,1
5287438,8722,1
20353,160851,1
16741275,1357,1
23724781,1128,1
17753820,5499,1
5330197,2050,1
11979316,553,1
16741245,5164,1
448258,6257,1
4708,660,1
441300,213,1
444718,1357,1
135444742,4522,1
70931,5217,1
5329103,57172,1
1051,55163,1
68841,6010,1
3354,5144,1
3220,1457,1
6323397,645,1
135431470,2152,1
5287692,506,1
1792,2155,1
16739648,4790,1
5289411,890,1
445460,5916,1
135566361,6790,1
9941444,6755,1
5287452,63036,1
5361,23411,1
5280795,2741,1
4649,30814,1
2162,6609,1
444795,5916,1
24856357,2203,1
3220,5689,1
5280493,57105,1
4858,143,1
6057,8565,1
5880,51170,1
5826,151,1
3371,1645,1
24771867,4173,1
2343,761,1
60700,116447,1
5850,57053,1
237,5321,1
529,5315,1
1082,350,1
3152,2902,1
311,9146,1
4149241,2053,1
3080,351,1
445226,3938,1
44462760,23235,1
195347,3039,1
60795,151,1
9568614,495,1
896,438,1
3386,1136,1
5284616,2281,1
24875320,2045,1
5287736,131890,1
2161,5143,1
24893974,6790,1
46937142,58485,1
668,229,1
168871,200909,1
2351,786,1
3715,4513,1
5289314,4312,1
71384,7155,1
30751,5426,1
400772,4313,1
444885,6614,1
17753880,7518,1
5288679,6256,1
11973736,93,1
446824,191,1
5288600,1455,1
275196,10280,1
199,1134,1
6306,587,1
5287540,5140,1
5288700,3612,1
10257882,183,1
6420119,2053,1
444795,5166,1
6323481,8527,1
24178119,79784,1
4642,1128,1
5880,3501,1
56599306,5294,1
5113032,22933,1
137349062,890,1
129073603,3716,1
4369325,231,1
2519,472,1
110635,50940,1
1941,30814,1
28620,477,1
3698,5143,1
81831,716,1
6451164,1557,1
446916,2203,1
73509,6548,1
6057,51067,1
712421,7544,1
135494311,487,1
65063,7298,1
8629,360203,1
25113172,7535,1
187,1128,1
11586912,476,1
163884,142,1
445715,290,1
444795,6257,1
5288564,279,1
10822243,5409,1
4848,1128,1
447912,10499,1
444389,2246,1
11250029,4985,1
44129642,3039,1
11519070,1128,1
92974,155,1
4380,10280,1
6322,384,1
151194,2324,1
172198,185,1
447721,5601,1
5355,761,1
2519,5153,1
2343,377677,1
5004,5893,1
11531308,10499,1
10100,4985,1
65562,10914,1
2351,3784,1
168871,151,1
445576,5914,1
444795,56603,1
5311221,5737,1
24889392,51135,1
33113,5602,1
123982,4048,1
3371,7276,1
6128,3292,1
447027,7384,1
1548943,7442,1
44462760,8408,1
5289388,118881,1
11973736,2050,1
439162,229,1
15951529,354,1
72941990,6256,1
4471892,1508,1
24905143,5294,1
2244,3309,1
1051,1644,1
1051,113451,1
33741,7442,1
932,766,1
445114,1889,1
2343,11238,1
447865,10383,1
33113,7203,1
44144383,11238,1
3779,50837,1
656999,118881,1
448043,6093,1
6852206,5601,1
454937,107,1
6852201,890,1
135566440,814,1
5288653,58,1
97536,2953,1
9571004,3784,1
135565596,5294,1
96,2184,1
47576,1584,1
11243969,91039,1
23653507,1360,1
72106,1241,1
6540289,9479,1
3108,5140,1
148121,7298,1
5280953,83903,1
9853654,887,1
5288600,1454,1
644213,6256,1
104747,1806,1
4037,1645,1
101033550,55869,1
3038522,10801,1
135398510,7525,1
82400,5236,1
71587119,1528,1
16231,6340,1
3779,259296,1
9952916,5406,1
444795,3933,1
8163,55856,1
11965427,3683,1
71077,6317,1
15978579,3163,1
5312137,238,1
444818,122622,1
6914573,586,1
5509,3576,1
2351,476,1
5709,151,1
4174,1584,1
49866889,2159,1
51051629,3569,1
68712,11188,1
24759,404037,1
447043,23569,1
9871419,64805,1
10472693,47,1
444914,8467,1
3488,8647,1
1567,3956,1
3034010,747,1
50922675,51701,1
5284596,4985,1
115224,89832,1
18794,766,1
107758,3706,1
97536,2938,1
439655,27087,1
447123,128,1
6435415,1800,1
445713,3845,1
54746,151,1
4564,890,1
17753973,2948,1
305,162466,1
129073603,2263,1
93114,7298,1
222528,79631,1
446871,5771,1
2776332,4048,1
23700,6675,1
656909,3938,1
60164,6256,1
6858240,5573,1
447277,2342,1
9895194,6768,1
15433,4779,1
446143,4320,1
127024065,55869,1
135908259,51426,1
447867,2938,1
451448,5167,1
2202,9479,1
44591583,5141,1
11840981,5692,1
135444742,123263,1
34359,1644,1
9913,23530,1
5311304,4985,1
6445540,347688,1
5360696,4985,1
6852154,10499,1
447066,3558,1
36811,11238,1
9868491,5737,1
213040,340273,1
5311498,4524,1
145742,11212,1
11526696,2693,1
11957393,3717,1
73154880,4151,1
3295,766,1
135413536,6869,1
3295,11238,1
21145408,4321,1
1881,200895,1
5326813,3242,1
23700,2582,1
12229396,1585,1
4057,1128,1
5288685,3832,1
60961,136,1
6031,5031,1
135403661,2158,1
50922675,5130,1
6464,2898,1
135398510,11183,1
286,189,1
